transcript	l_tr	l_utr5	l_cds	l_utr3
ENST00000222399	5650	137	5361	152
ENST00000228811	563	38	405	120
ENST00000223641	564	82	291	191
ENST00000223167	1004	178	681	145
ENST00000228705	6454	414	1545	4495
ENST00000221327	4335	282	2079	1974
ENST00000225688	1748	214	846	688
ENST00000221973	983	43	648	292
ENST00000219343	6255	216	1548	4491
ENST00000229340	2855	103	606	2146
ENST00000227880	2506	625	1746	135
ENST00000229771	2120	38	1629	453
ENST00000221671	3346	73	1974	1299
ENST00000226524	743	67	315	361
ENST00000220772	4464	314	945	3205
ENST00000227507	4238	158	888	3192
ENST00000222002	1904	58	858	988
ENST00000226355	1997	31	1800	166
ENST00000219400	10072	187	240	9645
ENST00000222286	1448	72	1227	149
ENST00000219837	6422	72	1377	4973
ENST00000225275	3216	177	2238	801
ENST00000231004	5076	274	1254	3548
ENST00000221233	998	31	708	259
ENST00000222271	2452	36	2274	142
ENST00000229595	2434	262	615	1557
ENST00000225823	3750	1180	1692	878
ENST00000222803	4978	194	636	4148
ENST00000222812	2102	38	867	1197
ENST00000223528	7364	124	1386	5854
ENST00000222902	1422	91	360	971
ENST00000221957	2232	76	1305	851
ENST00000219478	5824	244	1443	4137
ENST00000219252	1764	46	828	890
ENST00000222305	1746	140	1041	565
ENST00000228887	1038	0	1038	0
ENST00000225512	3287	95	1068	2124
ENST00000230053	6587	631	972	4984
ENST00000222266	603	140	306	157
ENST00000222219	1938	74	1083	781
ENST00000228820	4449	170	1017	3262
ENST00000229708	3211	107	735	2369
ENST00000224807	3089	456	978	1655
ENST00000225388	10877	89	2088	8700
ENST00000228438	1533	152	450	931
ENST00000232508	1225	231	669	325
ENST00000233055	4607	51	1233	3323
ENST00000227065	2708	579	1449	680
ENST00000225831	741	65	300	376
ENST00000219406	1686	6	1578	102
ENST00000227638	2852	472	1281	1099
ENST00000228347	4183	132	3402	649
ENST00000221573	1520	29	1005	486
ENST00000224337	4344	171	1371	2802
ENST00000222481	1330	19	1260	51
ENST00000218652	4625	52	1011	3562
ENST00000228799	2320	93	1344	883
ENST00000218388	769	47	624	98
ENST00000223095	3156	142	1209	1805
ENST00000232519	690	46	387	257
ENST00000220420	2843	79	2163	601
ENST00000229829	3464	55	753	2656
ENST00000225614	1445	100	1179	166
ENST00000222304	406	50	255	101
ENST00000225174	2196	80	624	1492
ENST00000221543	2095	22	1947	126
ENST00000232607	6652	20	1443	5189
ENST00000229135	1211	125	501	585
ENST00000225648	1676	339	675	662
ENST00000225724	6039	72	753	5214
ENST00000223073	15507	115	2280	13112
ENST00000232375	3499	26	1410	2063
ENST00000219091	1968	111	1665	192
ENST00000222032	533	60	339	134
ENST00000221403	1064	23	1005	36
ENST00000225916	3115	63	2514	538
ENST00000223122	1777	62	1092	623
ENST00000219431	1193	231	897	65
ENST00000225969	686	14	447	225
ENST00000221891	2370	63	1956	351
ENST00000233099	6937	126	6216	595
ENST00000223210	6942	237	3510	3195
ENST00000225577	5428	64	1578	3786
ENST00000229583	891	44	747	100
ENST00000219066	1067	19	939	109
ENST00000219345	2694	54	1239	1401
ENST00000231484	5706	351	3555	1800
ENST00000229390	1152	139	666	347
ENST00000231668	1339	104	816	419
ENST00000221455	2229	93	2025	111
ENST00000227135	3604	76	456	3072
ENST00000221742	1719	8	1695	16
ENST00000220509	3875	319	2922	634
ENST00000227155	2212	176	804	1232
ENST00000231228	2364	56	987	1321
ENST00000229134	1066	54	516	496
ENST00000218439	1958	125	1821	12
ENST00000222482	2790	20	1266	1504
ENST00000231512	2188	41	798	1349
ENST00000232744	1962	74	1437	451
ENST00000231137	3740	192	2382	1166
ENST00000223051	2886	43	2406	437
ENST00000226299	2209	268	1560	381
ENST00000231136	3231	201	2385	645
ENST00000222254	3980	555	2187	1238
ENST00000222543	2207	75	708	1424
ENST00000228841	783	50	501	232
ENST00000232003	1947	18	1578	351
ENST00000225929	1265	0	990	275
ENST00000221797	600	45	420	135
ENST00000223208	6292	50	1122	5120
ENST00000229270	1763	337	861	565
ENST00000223321	1434	16	705	713
ENST00000224652	4886	91	1557	3238
ENST00000222120	4240	250	660	3330
ENST00000221515	516	83	327	106
ENST00000221899	2797	53	2277	467
ENST00000222212	1016	95	828	93
ENST00000219439	3648	166	993	2489
ENST00000220853	3527	35	894	2598
ENST00000229002	1147	207	618	322
ENST00000222584	6077	169	2355	3553
ENST00000223369	2767	158	597	2012
ENST00000225519	3788	31	1437	2320
ENST00000229633	3325	208	549	2568
ENST00000233027	6053	194	2526	3333
ENST00000222247	634	47	531	56
ENST00000225576	1527	96	831	600
ENST00000218230	1025	78	783	164
ENST00000226317	1537	73	345	1119
ENST00000225430	737	62	591	84
ENST00000223023	4363	269	1518	2576
ENST00000220166	2145	65	1008	1072
ENST00000219313	1631	101	975	555
ENST00000219302	848	9	510	329
ENST00000230538	7228	250	5472	1506
ENST00000227471	2294	54	1794	446
ENST00000228872	2411	472	597	1342
ENST00000219905	12055	196	9198	2661
ENST00000219599	1482	277	945	260
ENST00000221466	1511	104	1098	309
ENST00000228641	1329	86	729	514
ENST00000227525	2129	119	732	1278
ENST00000222329	2672	129	1647	896
ENST00000221419	2142	20	1770	352
ENST00000224356	2117	42	1494	581
ENST00000219054	1988	141	1734	113
ENST00000233156	3859	238	915	2706
ENST00000228928	6599	57	3264	3278
ENST00000219207	1497	132	549	816
ENST00000230529	1235	110	1065	60
ENST00000230990	2358	275	627	1456
ENST00000225941	1629	18	1101	510
ENST00000220931	3476	127	582	2767
ENST00000222122	2170	385	978	807
ENST00000229238	898	126	387	385
ENST00000226105	831	119	561	151
ENST00000231188	6143	179	2634	3330
ENST00000223129	2020	1172	366	482
ENST00000229335	2803	92	597	2114
ENST00000225972	2880	206	924	1750
ENST00000232905	987	235	342	410
ENST00000221138	1946	397	930	619
ENST00000225873	2617	550	1080	987
ENST00000226760	3640	170	2673	797
ENST00000226247	3436	29	1947	1460
ENST00000220616	8455	43	8307	105
ENST00000220669	2184	19	807	1358
ENST00000221855	987	93	735	159
ENST00000220849	2022	15	1338	669
ENST00000220496	3721	27	915	2779
ENST00000225737	4063	149	1989	1925
ENST00000220429	2726	169	1188	1369
ENST00000221480	1078	25	726	327
ENST00000219301	1810	395	1188	227
ENST00000220822	3645	59	1077	2509
ENST00000222573	8974	907	2310	5757
ENST00000227524	2337	203	1515	619
ENST00000218364	2694	93	2268	333
ENST00000230256	2111	175	1374	562
ENST00000221476	1556	73	1146	337
ENST00000221847	1158	28	690	440
ENST00000231198	2885	21	897	1967
ENST00000226796	1015	55	654	306
ENST00000227348	2473	47	1182	1244
ENST00000222374	2189	60	1167	962
ENST00000230565	2544	199	1434	911
ENST00000219281	2248	77	798	1373
ENST00000229330	5660	30	2379	3251
ENST00000218758	1630	302	978	350
ENST00000230640	3961	25	3129	807
ENST00000221554	1673	261	1191	221
ENST00000219481	1551	79	879	593
ENST00000224721	11138	404	10065	669
ENST00000219689	10881	182	4059	6640
ENST00000219551	1560	27	1317	216
ENST00000221922	2027	156	1596	275
ENST00000227520	1851	12	1083	756
ENST00000219476	6415	110	5424	881
ENST00000227752	3653	74	1737	1842
ENST00000230449	4456	164	2775	1517
ENST00000228865	3770	297	363	3110
ENST00000229195	2844	143	1623	1078
ENST00000232014	2710	529	2121	60
ENST00000226091	3216	397	1023	1796
ENST00000225983	5326	324	3372	1630
ENST00000223273	871	15	681	175
ENST00000223336	899	133	441	325
ENST00000223026	2410	638	1446	326
ENST00000221485	2949	148	1683	1118
ENST00000228644	1540	152	768	620
ENST00000231454	815	44	405	366
ENST00000231121	1701	219	648	834
ENST00000226230	2463	40	531	1892
ENST00000219162	270	56	189	25
ENST00000219611	4888	507	3261	1120
ENST00000219320	4058	393	1389	2276
ENST00000225740	1639	45	1362	232
ENST00000222214	1852	77	1317	458
ENST00000225371	2719	121	2148	450
ENST00000223459	1106	85	831	190
ENST00000219548	1340	116	912	312
ENST00000232603	3747	75	2955	717
ENST00000220751	2516	245	1623	648
ENST00000221494	1619	115	1395	109
ENST00000230658	2394	224	1050	1120
ENST00000229955	5967	360	1260	4347
ENST00000222248	3604	375	1932	1297
ENST00000229332	1296	262	714	320
ENST00000223428	6507	230	2052	4225
ENST00000227163	1168	38	816	314
ENST00000222345	8004	529	5346	2129
ENST00000220597	10744	711	1299	8734
ENST00000228837	945	245	627	73
ENST00000229314	3253	135	417	2701
ENST00000218340	3700	58	1053	2589
ENST00000220244	7226	288	4086	2852
ENST00000227474	1829	83	1446	300
ENST00000229264	1657	139	1023	495
ENST00000233084	2484	66	2223	195
ENST00000223145	4741	555	1644	2542
ENST00000223398	5623	395	3141	2087
ENST00000221700	2361	50	1563	748
ENST00000222008	750	29	558	163
ENST00000232854	16993	227	1017	15749
ENST00000230671	3625	266	1911	1448
ENST00000225235	5637	73	2328	3236
ENST00000223324	859	11	567	281
ENST00000229903	2018	97	552	1369
ENST00000224140	11101	184	8034	2883
ENST00000218104	3669	411	2238	1020
ENST00000223054	1053	202	708	143
ENST00000232219	898	111	594	193
ENST00000222250	2501	141	1224	1136
ENST00000233121	1890	173	846	871
ENST00000230792	3488	93	1389	2006
ENST00000225729	1900	76	1095	729
ENST00000225964	5914	118	4395	1401
ENST00000227378	2186	8	1941	237
ENST00000221459	746	35	624	87
ENST00000222718	1686	183	1131	372
ENST00000226432	2444	155	2100	189
ENST00000230381	3001	263	1041	1697
ENST00000221566	2231	64	942	1225
ENST00000226284	1573	94	954	525
ENST00000223215	2646	229	1008	1409
ENST00000219197	2442	373	582	1487
ENST00000222511	7489	26	1164	6299
ENST00000225899	2005	61	1347	597
ENST00000229307	5182	213	918	4051
ENST00000222969	1052	442	435	175
ENST00000225603	2182	248	558	1376
ENST00000230036	5790	67	2523	3200
ENST00000219255	1248	80	1041	127
ENST00000221996	4366	109	900	3357
ENST00000231749	1774	153	1323	298
ENST00000219235	2917	34	282	2601
ENST00000226193	2469	91	603	1775
ENST00000230056	1263	333	630	300
ENST00000228306	1257	237	954	66
ENST00000227665	1881	19	1101	761
ENST00000230461	4418	154	1086	3178
ENST00000226207	6023	94	5820	109
ENST00000233078	2184	188	1224	772
ENST00000220809	3062	98	1689	1275
ENST00000219169	2120	82	384	1654
ENST00000232892	1563	47	1200	316
ENST00000220966	2678	30	861	1787
ENST00000224073	662	50	447	165
ENST00000222725	2445	88	1140	1217
ENST00000225171	1221	177	597	447
ENST00000219454	1295	94	663	538
ENST00000229328	2219	112	813	1294
ENST00000218721	1239	0	1239	0
ENST00000218867	1594	97	876	621
ENST00000223364	612	27	528	57
ENST00000229395	2932	255	762	1915
ENST00000225655	807	136	423	248
ENST00000223136	870	77	459	334
ENST00000222567	3893	21	1017	2855
ENST00000231721	4993	76	2349	2568
ENST00000228825	946	77	537	332
ENST00000228437	4182	437	2406	1339
ENST00000225387	798	5	648	145
ENST00000226067	5721	525	888	4308
ENST00000222157	893	150	630	113
ENST00000220763	1932	195	1419	318
ENST00000222284	868	114	675	79
ENST00000229795	4319	447	1083	2789
ENST00000223357	4097	321	3477	299
ENST00000218316	2020	138	1854	28
ENST00000222823	4503	530	2862	1111
ENST00000232975	687	26	486	175
ENST00000230354	1861	236	1020	605
ENST00000229570	2405	63	294	2048
ENST00000218548	3732	333	3138	261
ENST00000222145	3199	94	2892	213
ENST00000220062	2519	156	801	1562
ENST00000226798	978	138	777	63
ENST00000220562	8221	728	2760	4733
ENST00000225550	1743	62	1350	331
ENST00000221232	2818	282	2262	274
ENST00000229402	1478	77	678	723
ENST00000232974	5494	268	2244	2982
ENST00000219299	5272	79	1134	4059
ENST00000230588	2893	10	2241	642
ENST00000222547	1481	139	357	985
ENST00000225276	1904	52	1125	727
ENST00000222388	2185	46	1905	234
ENST00000220058	2746	26	1170	1550
ENST00000221452	2258	116	1740	402
ENST00000221859	443	19	378	46
ENST00000221972	1099	26	681	392
ENST00000252242	2238	98	1773	367
ENST00000251287	3420	65	2670	685
ENST00000257770	3562	57	1725	1780
ENST00000251269	2535	328	1854	353
ENST00000240851	1907	271	1203	433
ENST00000239940	2261	253	423	1585
ENST00000254976	2053	211	621	1221
ENST00000256190	7450	150	5550	1750
ENST00000250559	13378	171	555	12652
ENST00000239374	5306	112	2148	3046
ENST00000240285	3959	688	1026	2245
ENST00000256906	3664	92	1173	2399
ENST00000253861	4182	24	2925	1233
ENST00000241600	1458	29	891	538
ENST00000243457	5391	386	1284	3721
ENST00000246785	1431	258	1005	168
ENST00000251642	2591	204	2037	350
ENST00000238831	11955	252	735	10968
ENST00000253110	1928	111	876	941
ENST00000253392	957	0	957	0
ENST00000246657	2173	63	1137	973
ENST00000248076	3334	191	1158	1985
ENST00000234420	4265	89	4083	93
ENST00000255465	1730	127	1398	205
ENST00000243911	1084	112	972	0
ENST00000246070	1810	263	843	704
ENST00000244241	1060	70	594	396
ENST00000240615	1236	306	930	0
ENST00000252951	798	266	429	103
ENST00000256001	2213	131	1257	825
ENST00000254908	2365	9	393	1963
ENST00000251973	4111	215	3099	797
ENST00000247933	2186	88	1962	136
ENST00000255688	758	61	495	202
ENST00000240922	6112	300	510	5302
ENST00000245544	2133	83	1971	79
ENST00000256897	1280	136	972	172
ENST00000247026	2506	28	1677	801
ENST00000243706	5620	230	1812	3578
ENST00000234453	13892	413	903	12576
ENST00000256458	3431	36	1878	1517
ENST00000253382	2925	32	2145	748
ENST00000245479	3931	372	1530	2029
ENST00000253719	1357	18	1263	76
ENST00000238823	2751	78	1557	1116
ENST00000256496	2933	174	561	2198
ENST00000256429	5064	110	1236	3718
ENST00000251776	1026	253	639	134
ENST00000234111	2476	334	1386	756
ENST00000239223	2013	243	1104	666
ENST00000237527	461	7	327	127
ENST00000247668	2266	54	1506	706
ENST00000244930	520	59	288	173
ENST00000256460	1453	148	1113	192
ENST00000253083	4509	94	3207	1208
ENST00000238651	1622	28	1452	142
ENST00000243903	2547	19	1824	704
ENST00000254488	4249	38	1899	2312
ENST00000244217	824	10	531	283
ENST00000247003	1793	27	1452	314
ENST00000254759	1325	16	1110	199
ENST00000245564	2422	31	1713	678
ENST00000250340	1375	162	972	241
ENST00000246151	1590	98	636	856
ENST00000239231	10274	85	1113	9076
ENST00000250974	1630	320	1086	224
ENST00000242784	879	27	531	321
ENST00000250454	1303	73	858	372
ENST00000238788	2978	51	2070	857
ENST00000253686	4572	121	522	3929
ENST00000235310	1860	929	636	295
ENST00000254072	1006	53	480	473
ENST00000239450	3853	189	2388	1276
ENST00000255087	2535	140	1527	868
ENST00000253233	1554	124	501	929
ENST00000245907	5231	61	4992	178
ENST00000244669	1633	146	675	812
ENST00000242728	3743	258	1449	2036
ENST00000253381	1175	50	372	753
ENST00000256367	5094	214	669	4211
ENST00000244513	2895	66	1581	1248
ENST00000256366	7057	127	438	6492
ENST00000251968	1534	126	1173	235
ENST00000257408	6002	20	3135	2847
ENST00000248668	3579	196	2316	1067
ENST00000251303	1133	210	828	95
ENST00000242257	1704	36	741	927
ENST00000251108	3386	113	1545	1728
ENST00000256593	1561	62	657	842
ENST00000243298	3772	314	606	2852
ENST00000257548	3749	103	1554	2092
ENST00000239174	2034	107	906	1021
ENST00000256103	3524	53	399	3072
ENST00000251166	3472	78	2778	616
ENST00000246802	1504	14	1437	53
ENST00000245312	3350	168	1047	2135
ENST00000236980	3188	348	2133	707
ENST00000253669	1407	30	1233	144
ENST00000257290	6378	135	3270	2973
ENST00000234347	987	10	771	206
ENST00000241436	5911	172	2613	3126
ENST00000247452	1994	348	1122	524
ENST00000233714	1647	75	1200	372
ENST00000238081	2196	139	738	1319
ENST00000256544	2740	160	915	1665
ENST00000253697	3286	410	2715	161
ENST00000251588	2095	12	1431	652
ENST00000255152	2776	212	2091	473
ENST00000250160	5190	106	1104	3980
ENST00000244221	6300	187	372	5741
ENST00000244537	401	33	312	56
ENST00000251127	6971	235	5217	1519
ENST00000257749	9215	809	2526	5880
ENST00000256497	6113	99	1974	4040
ENST00000252575	6402	114	3966	2322
ENST00000256404	901	98	684	119
ENST00000245932	2242	293	1143	806
ENST00000256858	5579	248	3753	1578
ENST00000238508	2155	92	1194	869
ENST00000254579	14876	580	14262	34
ENST00000246505	1786	35	1362	389
ENST00000234296	4288	230	1734	2324
ENST00000251377	1799	133	1452	214
ENST00000253262	2559	21	2271	267
ENST00000251496	4587	99	3048	1440
ENST00000249066	2685	477	1014	1194
ENST00000235382	1348	33	636	679
ENST00000238156	2790	362	996	1432
ENST00000253024	3364	694	2508	162
ENST00000242315	5718	82	1203	4433
ENST00000246801	1854	59	1779	16
ENST00000253462	2628	56	558	2014
ENST00000256509	7856	475	3675	3706
ENST00000252660	9841	266	978	8597
ENST00000248089	656	1	417	238
ENST00000245923	2274	222	1638	414
ENST00000251296	1892	331	1404	157
ENST00000239243	2195	78	804	1313
ENST00000248933	6584	208	3075	3301
ENST00000246533	1428	107	807	514
ENST00000239144	2176	588	732	856
ENST00000244565	3156	121	1557	1478
ENST00000233813	6239	774	819	4646
ENST00000252939	2260	83	654	1523
ENST00000234389	3281	19	3132	130
ENST00000246069	3405	134	498	2773
ENST00000242159	2016	130	693	1193
ENST00000257867	552	54	417	81
ENST00000254898	4133	250	2871	1012
ENST00000255040	925	96	672	157
ENST00000257787	1898	549	612	737
ENST00000254323	4339	189	2970	1180
ENST00000246020	510	20	438	52
ENST00000250831	1886	117	1491	278
ENST00000244571	4798	24	2958	1816
ENST00000253237	5361	23	1341	3997
ENST00000257868	8801	195	1224	7382
ENST00000252674	4532	191	1680	2661
ENST00000254799	6610	63	1443	5104
ENST00000237353	3427	162	3024	241
ENST00000243346	1229	82	924	223
ENST00000243776	3028	271	2328	429
ENST00000256707	7348	170	5316	1862
ENST00000255416	1818	71	1434	313
ENST00000254853	2375	673	1347	355
ENST00000252992	3935	131	2289	1515
ENST00000253079	3301	99	2055	1147
ENST00000236959	1972	84	1779	109
ENST00000253801	4164	78	1074	3012
ENST00000246024	6103	148	1050	4905
ENST00000244096	2741	433	1110	1198
ENST00000250535	1565	262	603	700
ENST00000243662	1432	59	636	737
ENST00000248901	3077	62	1185	1830
ENST00000236671	2055	68	1239	748
ENST00000241416	5214	124	1542	3548
ENST00000256637	6990	26	2496	4468
ENST00000243189	1425	212	873	340
ENST00000243167	2042	32	1740	270
ENST00000255381	6016	111	5820	85
ENST00000254108	1824	76	1581	167
ENST00000250823	540	63	378	99
ENST00000250055	1320	418	702	200
ENST00000240361	4911	86	4494	331
ENST00000247881	5018	1815	900	2303
ENST00000254190	4662	592	2409	1661
ENST00000249116	1358	83	600	675
ENST00000233242	14121	128	13692	301
ENST00000249007	1488	205	954	329
ENST00000254166	2962	332	2121	509
ENST00000256178	3247	133	969	2145
ENST00000257700	2860	115	2379	366
ENST00000246914	4199	89	3732	378
ENST00000233710	2515	184	1293	1038
ENST00000252818	1929	138	1044	747
ENST00000242108	4655	613	1710	2332
ENST00000253934	1686	451	681	554
ENST00000256759	2299	163	1035	1101
ENST00000239446	3295	200	2403	692
ENST00000256343	3699	157	3351	191
ENST00000244040	8651	262	585	7804
ENST00000254950	4106	162	1314	2630
ENST00000245457	2458	237	1077	1144
ENST00000254286	2408	69	1254	1085
ENST00000238682	3431	1102	1239	1090
ENST00000251143	3894	48	3159	687
ENST00000252785	992	176	801	15
ENST00000252542	3167	61	2862	244
ENST00000243103	3266	27	849	2390
ENST00000256857	858	108	447	303
ENST00000237889	493	61	297	135
ENST00000254260	3501	36	2061	1404
ENST00000250263	4521	167	1050	3304
ENST00000251636	4664	121	4110	433
ENST00000254605	6559	114	1371	5074
ENST00000242804	6274	633	1884	3757
ENST00000237014	616	26	444	146
ENST00000243253	3568	116	1431	2021
ENST00000254616	2788	16	312	2460
ENST00000243045	2019	73	462	1484
ENST00000256474	4414	70	642	3702
ENST00000252505	1441	157	1176	108
ENST00000251363	1780	283	1185	312
ENST00000234071	1769	87	1386	296
ENST00000247219	2037	71	1128	838
ENST00000242249	1323	38	447	838
ENST00000250124	1416	11	744	661
ENST00000254037	4606	3155	816	635
ENST00000248342	772	81	657	34
ENST00000251645	1615	69	1251	295
ENST00000244314	1596	133	1392	71
ENST00000233575	2357	128	1413	816
ENST00000242776	1498	76	1284	138
ENST00000252825	2357	159	2100	98
ENST00000255262	2059	166	1248	645
ENST00000245908	2281	117	1731	433
ENST00000248073	1066	75	963	28
